V1,V2
"p,i,e,b,r,y,g","bippe,bipper,grip,pebre,peer,pege,peppe,piber,piberyger,pier,pige,pippe,pirre,rippe,rype,yppe,yppig,bippere,gripper,peber,pebere,pebr,pebrer,peger,pepper,pibe,pibere,piberygere,pierer,pigge,piger,pipper,pirrer,pyer,ripper,ryper,ypper,yppige"
"f,m,r,o,b,s,i","boform,fibrom,fims,firs,fobi,forbi,formor,fosfor,from,isfri,isomorf,isomorfi,morf,riff,rimfri,boforms,fibroms,fifs,fimr,firm,fobis,fors,form,forms,formors,forsir,fosfors,fris,frir,isomorfis,morfs,omform,riffs"
"o,s,g,a,c,i,l","agio,aioli,asocial,ciao,cola,cool,gigolo,glaciolog,glaciologi,gogo,iglo,laos,lasso,loco,loggia,logi,logo,oasis,oslo,sago,silo,social,sociolog,sociologi,agios,aiolis,colas,gigolos,glaciologs,glaciologis,glos,gogos,googl,iglos,lassos,logs,loggias,logis,logos,oslos,sagos,silos,slog,sociologs,sociologis,sols,solo,solos,soli,solis"
"n,g,h,o,f,r,a","afgang,ahorn,anafor,angora,anno,argon,fonograf,foran,forfang,forgang,forrang,ghana,gong,gongong,hangar,hofnar,hoforgan,honorar,horn,organ,rogn,afhorn,afhang,angr,fang,franar,gang,garn,gran,hang,rang"
"h,i,r,e,g,t,u","heri,herre,herreret,hertug,herut,hige,hitte,hittit,hugge,huggert,huri,hurtig,hurtigrute,herrer,herreretter,hertuger,hiet,hier,higet,higer,hittet,hitter,hittitter,huer,huet,hugget,hugger,huggerter,hurier,hurtige,hurtigt,hurtigruter"
"p,s,k,l,b,a,g","alpaka,bagklap,kappa,klaps,laps,papa,plag,plak,skalp,spag,spas,alps,alpakas,apps,asps,bagklaps,baps,galp,kaps,kappas,kapsl,klap,paks,pals,paps,papas,plags,plaks,plask,plasks,skalps,slap"
"y,s,k,f,l,t,i","fysik,fysisk,issyl,klys,kykliky,kysk,kyst,lyssky,lyst,skyl,skytisk,skyts,styk,stylist,syfilis,syfilitisk,tyst,flys,flyt,fylk,fysiks,issyls,isys,kyskt,kysts,lysk,lysts,skys,skyls,styks,stylists,stylt,syls,sylt,sysl,tilflyt,tykt,tyls,tysk,tysks"
"y,e,a,b,k,g,r","baby,bayrer,bebygge,bryg,bryggekar,brygger,bryggerkar,bygbar,byge,bygge,gebyr,gray,karry,kryb,krybbe,krybe,krykke,ryge,ryger,rykke,rykker,rykkergebyr,babyer,bayrere,bebyg,bebygger,brygge,bryggere,byer,bygbare,byger,bygger,gebyrer,gryr,gryer,krybber,kryber,krykker,ryaer,rygge,rygere,rykkere,rykkergebyrer,yakker"
"l,h,e,m,b,i,u","bibel,bihule,bile,bille,bimle,bimmelim,bulimi,bulle,bumle,bummelum,elbil,emblem,heile,helium,helme,hille,himle,himmel,hulle,humle,humlebi,imellem,libelle,lille,lubbe,lulle,mele,mellem,mulle,mulm,mumle,ublu,ulme,biml,bule,buml,elle,elme,heil,hele,helle,helm,himl,hule,lemme,lime,mile,mule,muml"
"j,e,t,o,m,v,r","ejer,jetmotor,meje,mejer,motorvej,omvej,overveje,reje,veje,vejer,vejr,vejre,ejet,ejere,jetter,jetmotorer,mejet,mejere,motorveje,omveje,overvej,overvejet,overvejer,rejer,vejet,vejere,vejret,vejrer"
"d,o,f,n,a,l,r","affald,aflad,andorra,anfald,dollar,donna,donor,dorn,dralon,fald,farad,flad,fladland,forfod,forland,forord,frafald,land,lolland,london,lord,noaord,nonfood,nordfra,radar,radon,rand,rondo,afflad,affodr,affordr,anordn,dada,dadl,dalr,flod,fodr,fold,fond,forandr,fordr,forfald,forlad,forlod,forordn,load,nord,ordn"
"m,t,l,i,p,a,n","anima,imam,impala,implantat,intim,laminat,limit,mail,mali,malm,malt,malta,mama,mani,manna,militant,milt,mini,minimal,mint,napalm,palmin,pampa,panama,tamp,tamtam,timian,annam,intimt,lamt,lama,minimalt,minima,pimp,tamt,tamil"
"f,g,s,a,o,l,d","affald,aflad,afslag,alfa,fald,fallos,flad,flag,flagdag,flos,fodslag,slof,sofa,solfald,affalds,afflad,afgas,aflads,afslags,afslog,alfs,alfas,fads,fags,falds,fals,flags,flagdags,flod,flods,fods,fodslags,fogs,fold,folds,gafs,gafl,golf,golfs,lafs,slofs,sofas,solfalds"
"m,e,s,v,u,j,o","emme,meje,mejs,mejse,meme,memo,moms,momse,mousse,museum,omme,omvej,osmose,smovs,smovse,somme,summe,svumme,uvejsom,emmes,emus,mejes,mejses,memes,memos,messe,messes,momses,mose,moses,mousses,muse,muses,museums,omvejs,omveje,omvejes,osmoses,smovses,sums,summes,svum,svummes,uvejsomme,voms,vomme,vommes"
"r,f,n,l,s,o,i","firs,florin,forlis,fosfor,fossilfri,ironi,isfri,orlon,riff,rollon,rosin,snor,sonor,flor,flors,florins,fors,forfin,forsir,forson,fosfors,fris,frir,iris,ironis,lirs,nors,orlons,riffs,risl,rollons,rors,rosins,sirs,snors"
"n,a,o,m,g,i,h","agoni,angina,anima,anion,anno,gangning,ghana,gnom,gong,gongong,honning,mahonia,mammon,mangan,mango,mani,manna,mini,mono,monogam,monogami,monoman,monomani,oman,onani,amning,annam,gang,hang,mahogni,manga,minima,omgang"
"r,i,u,n,g,a,c","arrig,augur,aura,cigar,giring,grin,guarani,guru,iran,irgang,nauru,nicaragua,raga,rigning,ringning,rining,rugning,ruin,ungarn,uran,urin,agrar,angr,garn,gran,gungr,rang,ring,rung"
"g,m,i,s,k,r,a","agrarisk,arrig,gaga,gakgak,gamma,grams,grim,gris,grisk,karrig,kirgisisk,krig,magi,magisk,magma,raga,ramaskrig,saga,sarg,sigma,skrig,smag,smagssag,agrar,agrars,gags,gaks,gammas,gigs,gram,kags,kigs,krigs,magis,magmas,magr,rags,ragas,ramaskrigs,rigs,sags,sagas,sargs,sigmas,skrigs,smags,smagssags,smig,smigs,smigr"
"m,i,r,a,f,s,v","farm,fims,firma,friarm,imam,mafia,mama,mars,marv,masai,miav,miss,rimfri,samsvar,vams,varm,vims,afrim,arms,farms,fimr,firmas,firm,friarms,imams,mafias,mamas,marvs,masais,massiv,massivs,mimr,misfarv,rams,rims,samsvars,simr,vimr"
"d,t,a,i,l,g,c","altid,daglig,dagligdag,data,datid,datidig,digital,digt,dild,glacialtid,glad,glid,tidlig,tillid,dada,dadl,dagligt,datidigt,digitalt,gild,ladt,lidt,tidligt,tildigt,tillad,tilladt"
"p,a,n,i,t,g,m","antipati,apati,gimpning,nappa,naptag,niptang,pagina,pagt,pampa,panama,panini,pant,pantning,papa,patina,patning,pinagtig,ping,tagpap,tamp,tampning,tapning,tipi,tipning,gimp,pimp,pinagtigt,pint"
"u,h,r,n,g,d,i","drug,grundig,grunding,guidning,guru,hindu,hugning,hund,hungrig,hunhund,huri,indhug,indhugning,rugning,ruin,rund,runding,rundringning,udhugning,udhungring,udringning,udrugning,undring,urdu,urin,urund,dundr,grund,guid,gungr,hungr,rung,udgrund,udhug,udhungr,udrind,udrug,undr"
"f,l,g,t,u,a,r","afart,aflagt,aftag,aftalt,alfa,farfar,fatal,flag,flugt,fragt,frugal,frugt,ftalat,fuga,fugl,fugt,graf,luft,luftart,luftfart,luftfragt,taft,tagfat,urfugl,affat,affugt,afglat,afgrat,aflur,aftal,fart,fatalt,flagr,fralagt,fratag,frugalt,fult,fulgt,gafl,gufl,rafl,traf"
"r,i,l,f,g,u,t","figur,figurlig,filur,firti,flirt,frugt,frugtig,giftfri,grif,grill,grut,guru,liturgi,lugtfri,riff,rift,rigtig,trifli,trit,trug,trut,tuttifrutti,ufri,urfugl,urigtig,utur,figurligt,filtr,frit,frir,frugtigt,giftfrit,gitr,glitr,grifl,gurgl,lugtfrit,lutr,rigt,rigtigt,tilgitr,trig,tril,trilr,tulr,ufrit,urigtigt"
"g,s,b,o,r,f,u","bogbus,borg,brugs,forbrug,forsorg,gogo,grog,grus,guru,sorg,bogs,borgs,brug,bugs,fogs,forbrugs,forsorgs,gogos,gror,grogs,gros,grub,gufs,gurus,rugs,sorgs,sugs"
"u,m,t,o,i,n,a","ammonium,ammunition,annuum,automat,automation,autonom,autonomi,immun,intuition,inuit,mammut,minimum,minut,mutant,mutation,omnium,otium,titanium,tout,tutti,umami,union,unit,annua,autonomt,immunt"
"r,c,i,t,p,n,a","anpart,antracit,antrit,apparat,attrap,citar,citrat,citrin,iran,nitrat,nitrit,papir,parat,pari,paria,part,parti,partiapparat,participant,pirat,princip,print,raita,tapir,tara,tartan,tatar,tiara,tran,trin,trip,trit,rapt,rart,trap"
"b,r,t,s,a,n,y","arabstat,baby,banan,barbar,barn,bars,baryt,basar,bast,basta,bastant,batat,batts,brat,bryn,brystbarn,bybarn,bysbarn,rabat,sabbat,stab,styrbar,synbar,arabstats,babys,banans,bart,barbars,barns,baryts,basars,basts,bats,batats,bras,brast,bryns,bryst,brysts,brystbarns,bybarns,bysbarns,rabats,sabbats,stabs,styrbart,synbart,tabs,tabt"
"i,d,r,o,f,t,l","dild,dildo,ditto,drift,filt,fiol,firti,flid,flirt,folio,fordi,fortid,fortil,fritid,idiot,idioti,idol,lido,oldtid,otti,ridt,riff,rift,tifold,tillid,toldfri,toti,trifli,trio,triol,trit,dril,fifl,filtr,forti,frit,frir,lidt,lift,tilfil,tillod,tilrid,tilt,tiltro,tiltror,toldfrit,tril,trilr"
"r,k,o,l,u,d,f","druk,durk,fluor,forfod,fork,forord,forud,klor,kork,krolf,kruk,kukur,lord,rokoko,urdu,urfolk,flor,fodr,fordr,forkludr,forku,forkul,forlod,forlok,kludr,kror,udfordr,udfor,udrul,uror"
"l,g,i,t,k,u,n","glitning,glug,glut,gullig,iling,iltning,killing,kilt,klik,klinik,klining,klinkning,klint,klit,kuli,kuling,kult,kutling,lignin,ligning,link,linning,lugning,lugt,lukning,lukt,lunkning,tillukning,tiltning,ulig,glit,gult,gulligt,guln,klin,kling,klink,kluk,ligt,lign,lunt,lunk,tilgik,tilluk,tilt,uligt"
"s,u,p,i,m,y,o","miso,miss,moms,mops,opossum,opus,osmium,sisu,sump,symposium,usus,isys,misos,opiums,opossums,osmiums,pips,pomps,pops,popos,psis,pumps,sisus,spis,spys,sums,sumps,symposiums,yoyos"
"i,o,l,u,n,g,r","gigolo,giring,giro,glorrig,grill,grilning,grin,gringo,groning,gullig,gurgling,iglo,iling,ironi,lignin,ligning,linning,logi,login,logning,lugning,rigning,ringning,rining,rolig,rolling,roning,rugning,ruin,rulning,runologi,ulig,union,urin,urolig,urologi,lign,ring,ringl"
"b,a,s,g,t,o,m","bagbo,bagom,bagstag,bast,basta,batat,batts,boom,boost,bosat,boss,mamba,mambo,sabbat,samba,stab,stambog,bags,bagbos,bagt,bagstags,basts,bats,batats,boas,bobs,bogs,boms,bomb,booms,boosts,boot,gabs,gabt,mambas,mambos,obos,sabbats,sambas,sambo,sambos,stabs,stambogs,tabs,tabt"
"s,r,g,p,b,o,u","bogbus,boss,brugs,brus,grus,opus,pors,sorg,spor,sprog,sprogbrug,ursprog,ussr,usus,bobs,bogs,bops,bors,borgs,bros,brors,bugs,burs,gogos,grogs,gros,gurus,obos,opspor,opsug,pogs,pops,popos,props,pubs,purs,purpurs,rors,rugs,rurs,sorgs,spors,sprogs,sprogbrugs,sugs,surs,uros,ursprogs"
"c,v,r,e,l,t,i","celle,citer,citere,civil,civilret,licitere,receiver,recitere,celler,citre,citeret,citerer,civile,civilt,civilretter,liciter,liciteret,liciterer,receivere,reciter,reciteret,reciterer"
"p,r,s,g,l,k,i","gips,gisp,glip,grip,klip,klips,krigsspil,pilk,pils,priskrig,slips,spil,spir,gisps,grips,kips,krigsspils,pigs,piks,pilks,pips,pirk,pirks,pisk,pisks,plis,plir,prik,priks,prikl,pris,priskrigs,psis,risp,skip,slip,spigr,spils,spirs,spis"
"o,t,e,y,p,j,d","depot,jydepotte,odde,otte,poet,pope,popo,poppe,poppet,pote,tepotte,toddy,toppe,toppet,totte,tottet,yoyo,depotet,doet,dope,dopet,dopede,epoet,jodet,joddet,oppe,oppet,oppede,pode,podet,podede,poppede,potte,pottet,pottede,toet,toede,toppede,tottede"
"h,n,t,e,i,f,g","fight,fighte,heftig,hegn,hegne,hegning,henne,hente,hige,hint,hitte,hittit,infight,fighten,fightet,heftige,heftigt,hegnet,hegnene,hegningen,hent,hentet,hiet,higet,hine,hintene,hittet,hittene,hittitten,infighten"
"u,m,g,d,a,b,r","augur,aura,bagud,baud,brugbar,brum,burma,dambrug,drug,grum,guru,marabu,rumba,udad,udbrud,udbud,uddrag,urdu,brud,brug,durum,grub,mudr,udarm,udbad,udbar,udmagr,udrug,umag,umbra"
"i,d,k,y,l,e,a","alkali,allike,dikke,dikkedik,dild,dille,eddike,ideel,idel,idyl,ikke,ilde,kadi,kaki,kali,kiddike,kikke,kildekalk,klid,klik,klike,klikke,kykliky,ladylike,lied,lilla,lille,diede,dikkede,ideal,ideale,ideelle,ilede,kikkede,kilde,kild,kildede,kile,kilede,klikkede,lide,like,likede"
"u,m,d,f,t,l,a","aula,duft,fadfuld,fuld,laud,luft,malmfuld,mammut,mulat,muld,mulm,mult,tumult,udad,uddata,udfald,udtalt,utal,utalt,uudtalt,dulm,dumt,fult,fuldt,fuml,malmfuldt,muml,tuml,udlad,udlud,udluft,udmal,udmat,udtal"
"h,e,g,i,k,l,d","hedde,heile,held,heldig,helhed,hellig,hellige,helligkilde,hige,hille,ledighed,lighed,hede,hegle,hegl,heglede,heil,heilede,hele,heldige,helede,helle,helligede,higede,hike,hikede,hikke,hikkede,hildede"
"d,h,r,n,y,t,a","adhd,dandy,dart,data,dynd,handy,handyr,hartad,hydrant,hydrat,radar,rand,tand,tynd,yard,antyd,dada,drat,dyrt,nydan,nydt,randt,tyndt"
"r,a,p,d,i,l,t","apparat,april,attrap,dart,dartpil,drap,drapa,litra,papir,parat,pari,paria,part,parti,partiapparat,pirat,pral,radar,radial,raid,raita,rapid,ridt,talar,tapir,tara,tatar,tiara,tralala,trilliard,trip,trit,dalr,drat,dril,pladr,plapr,plir,radialt,rapt,rapidt,rart,tilrid,tral,trap,tril,trilr"
"b,s,r,k,t,m,o","boks,boom,boost,borst,bortkomst,boss,brom,bror,morbror,robot,bobs,boms,bomb,book,booms,boosts,boot,bors,borsts,bort,borts,bortkom,bortkomsts,bros,brok,broks,broms,brors,morbrors,obos,ombook,robots"
"u,i,h,r,n,g,d","drug,grundig,grunding,guidning,guru,hindu,hugning,hund,hungrig,hunhund,huri,indhug,indhugning,rugning,ruin,rund,runding,rundringning,udhugning,udhungring,udringning,udrugning,undring,urdu,urin,urund,dundr,grund,guid,gungr,hungr,rung,udgrund,udhug,udhungr,udrind,udrug,undr"
"b,e,g,v,a,d,o","abbed,bade,badge,bagage,bagbo,bage,bagved,bebe,bebo,bededag,begave,begge,bobbe,bodega,boge,dagbod,dagbog,gabe,gavebod,abede,badede,bagede,beboede,bede,bedagede,bededage,begav,begavede,boede,bobbede,bogede,bove,ebbe,ebbede,gabede"
"i,e,u,r,s,q,z","irer,irisere,irre,isse,issue,quiz,quizze,rise,serie,sisu,eisser,eissers,irers,irere,ireres,iris,irisser,irissers,iriser,iriserer,iriseres,irrer,irres,iser,ises,isses,isser,issers,issues,quizzer,quizzers,quizzes,ries,rier,riser,rises,series,serier,seriers,sier,siers,sies,sirs,sisus"
"y,s,g,p,n,o,l","lyng,lyssyn,nylon,nysyn,opsyn,plys,polygyn,polyp,pony,pylon,slyng,yoyo,gnys,gylp,gylps,gyng,lyns,lyngs,lysn,lyssyns,nylons,nysyns,oplys,opsyns,polygon,polygons,polyps,ponys,pylons,slyngs,sollys,spys,sygn,syls,syns,syng,sysl,yngl,yoyos"
"h,e,k,a,n,p,m","hamam,hamp,hane,hanekam,hank,hanke,heman,henna,henne,heppe,kamphane,khan,hakkene,hakke,hakken,hammen,hammene,hamme,hamammen,hampen,hannen,hanen,hanekammen,hanekammene,hanekamme,hanken,hankene,hemen,kamphanen,khanen"
"n,o,c,a,m,i,r","amorin,anima,anion,anno,cancan,iran,ironi,ironman,mammon,mani,manna,marin,marina,marocain,mini,monaco,mono,monoman,monomani,morian,mormon,norm,norman,oman,onani,roman,romani,annam,croon,minima"
"f,e,i,j,a,n,g","affeje,affejning,afgang,effen,fane,fangen,feje,fejning,fenne,fiffig,figen,fiji,finne,gaffe,gafning,affej,affejningen,afgangen,afgangene,afgange,efne,fagene,fanen,fange,fang,fangne,feen,fejningen,fennen,fiffene,fiffige,figenen,fine,finnen,gaffen,gafningen"
"p,o,r,s,h,n,t","hotspot,nonstop,ponton,popo,porno,pors,port,porto,posthorn,prop,proton,rosport,shop,sponsor,spor,sport,stop,strop,torp,trop,hops,hotspots,nopr,opspor,pontons,pops,popos,pornos,ports,portos,post,posts,posthorns,pots,props,protons,rosports,shops,sponsors,spors,sports,spot,spots,stops,strops,tops,torps,trops"
"h,l,t,g,u,i,s","glughul,highlight,hist,hittit,hugst,huslig,hustugt,light,shiit,sushi,tights,tugthus,glughuls,highlights,hils,hilst,hits,hittits,hugs,hugsts,huls,hult,husligt,hustugts,hutl,shiits,shit,shits,sushis,tilhug"
"m,k,a,i,o,l,r","alarm,amok,amoral,aroma,imam,kamarilla,kamik,karm,karma,klam,klima,koma,komik,komma,krim,krimi,krom,larm,mail,makro,malaria,mali,malm,mama,maori,marmor,marokko,mikroklima,mimik,mokka,molok,morlil,mormor,moro,roma,klamr,kram,lama,maki,malk,mark,mimr,morak,moral,omklamr,omkom,omram,raml"
"a,u,m,i,s,d,r","aids,amid,armada,arsis,aura,dias,dram,drama,imam,madras,mama,mars,masai,radar,radium,radius,raid,samurai,sari,sura,udad,umami,airs,amids,aras,ards,arms,armadas,auras,dada,dadas,dams,drams,dramas,imams,mads,mamas,masais,rads,radars,radiums,raids,rams,samurais,sars,saris,smadr,suras,udarm,umamis"
"d,r,k,p,a,s,o","akkord,dask,dorsk,drap,drapa,drops,krads,odds,opad,radar,skod,soda,akkords,ards,dada,dadas,daos,dasks,doks,drapas,drak,drop,ords,paradoks,rads,radars,rods,skad,skods,sods,sodas,spad"
"u,s,a,l,c,i,m","aula,calcium,casual,mulm,musical,muslim,silicium,sisu,slum,umami,umulius,usus,aulas,calciums,mulms,muml,musicals,muslims,siliciums,sisus,slums,slus,suls,sums,umamis"
"i,n,a,c,e,d,h","caddie,chai,danaide,hacienda,hinanden,hind,hinde,hindi,indad,inde,inden,indenad,indeni,indicie,indie,indien,niche,niece,niende,caddien,chaien,danaiden,diende,diede,dine,eiden,haciendaen,hine,hinden,hindene,nichen,niecen"
"g,l,p,y,u,m,e","gemmeleg,glug,gumle,gumme,gump,gumpe,guppy,gylle,gyllepumpe,gylpe,lege,legeme,muge,pege,puge,uglegylp,elge,gemme,gemmelege,glemme,glem,gule,guml,gylp,luge,myge,ugle"
"i,l,r,u,g,n,f","fiffig,figur,figurlig,filing,filur,finurlig,firing,firling,flig,fnugfri,fugning,giring,grif,grill,grilning,grin,gullig,gurgling,iling,liflig,lignin,ligning,linning,lugning,riff,rifling,rigning,ringning,rining,rugning,ruin,rulning,ufin,ufri,ulig,urin,fifl,fingr,frir,grifl,lign,ring,ringl"
"m,r,v,a,d,o,k","amok,armada,armod,aroma,dram,drama,karm,karma,koma,komma,krom,madmor,madro,makro,mama,marmor,marokko,marv,modkrav,mokka,mord,mormor,moro,roma,rovmord,varm,kram,mark,morak,omkod,omkom,omram"
"f,i,a,o,r,g,l","alfa,faglig,fair,farao,farfar,farlig,fiffig,filial,filolog,filologi,fiol,flag,flair,flig,flora,folio,forfar,forfra,forlag,forlig,fragil,giraf,graf,grafolog,grafologi,grif,liflig,riff,aflir,afrig,fifl,flagr,flor,forarg,fora,frir,gafl,golf,grifl,rafl"
"r,l,t,y,a,m,i","alarm,larm,litra,malaria,maritim,martyr,military,mitra,myrra,raita,rally,talar,tara,tarm,tatar,tiara,tralala,trit,armt,maritimt,martr,mimr,ramt,raml,rart,tral,tril,trilr,triml,trim,tryl"
"m,o,t,u,d,r,n","mono,monoton,mord,mormon,mormor,moro,motor,motto,mund,nordom,norm,rundmund,rundorm,rundtom,tomrum,tomt,trutmund,tumor,dumt,durum,modn,monotont,mudr,muntr,trom,udmund"
"m,e,y,c,l,r,i","emir,emme,imellem,immer,mele,mellem,meme,mere,millirem,mimer,mimicry,mimre,rime,ymer,creme,cremer,crem,elme,emirer,emmer,lemme,lemmer,lime,limer,meler,memer,mier,mile,miler,mime,mimere,mimr,mimrer,myer,mycelier,myrer,myre,remme,rimer"
"m,n,s,l,a,d,y","landmand,landnam,landsmand,lydmand,malaya,malm,mama,mand,manna,slam,smal,small,synsmand,yams,anmas,annam,ansaml,dams,lams,lama,lamas,landmands,landnams,landsmands,lydmands,mads,malayas,malms,mamas,mans,mands,mannas,maya,mayas,saml,slams,smaln,synsmands"
"r,f,t,i,n,g,u","figur,firing,firti,fnugfri,frugt,frugtig,giftfri,giring,gitring,grif,grin,grut,grutning,guru,nitrit,riff,rift,rigning,rigtig,ringning,rining,rugning,ruin,trin,trit,trug,trut,tuttifrutti,ufri,urigtig,urin,utur,fingr,fnugfrit,frit,frir,frugtigt,giftfrit,gitr,grint,gungr,rigt,rigtigt,ring,rung,trig,ufrit,urigtigt"
"g,d,h,t,a,n,u","adgang,agat,agnat,andagt,dang,dugt,gaga,gagat,ghana,hugtand,tanga,tugt,tung,udgang,udtag,uganda,utugt,antag,gang,hang,tang,tungt,udhug,undtag,ungt"
"s,i,c,h,r,o,n","cross,rosin,scirocco,snor,sonor,chis,cornichons,hors,horns,ions,iris,ironis,nors,rhos,risici,risicis,rors,rosins,sciroccos,scor,sirs,snos,snors"
"h,g,j,n,i,e,s","hegn,hegne,hegning,hejs,hejse,hejsning,henne,hense,hige,hisse,shine,hegns,hegnene,hegnenes,hegnes,hegningen,hegningens,hegnings,hejsen,hejsens,hejsene,hejsenes,hejses,hejsningen,hejsningens,hejsnings,henses,higes,hine,hisses,shines"
"i,o,a,c,v,l,s","aioli,alias,asocial,avis,ciao,civil,lasciv,lassi,lavsocial,lilla,oasis,scilla,silo,sisal,social,villa,viol,viola,voila,aiolis,lassis,livs,scillas,silos,sisals,sivs,soli,solis,villas,viols,violas,visa,visas,vivs"
"e,b,n,y,j,h,m","bebe,bene,emme,emne,henne,hjemby,hjemme,hyben,hymen,hymne,meje,meme,mene,neje,nynne,yemen,benene,byen,ebbe,ebben,emmen,enen,hemen,hjem,hjemmene,hjembyen,hymnen,menene,nemme,yennen,yennene"
"i,o,p,l,s,y,n","issyl,nips,nyis,opinion,opspil,pils,pinol,polio,poplin,silo,slips,solospil,spil,spion,synopsis,ypsilon,ions,issyls,isys,lins,opinions,opspils,pinols,pips,plis,polios,poplins,psis,silos,slip,snip,snips,soli,solis,solospils,spils,spin,spins,spions,spis,yins,ypsilons"
"b,u,g,s,m,r,i","bims,brig,brugs,brum,brus,grib,ibis,misbrug,murbi,ribs,surrib,brigs,brug,brums,bugs,bums,burs,gibs,gribs,grub,misbrugs,murbis,surribs"
"k,a,d,o,j,m,r","akkord,amok,arrak,kajak,kakao,karm,karma,koma,komma,kork,krak,krom,makro,markjord,marokko,mokka,okra,rokoko,drak,kram,kror,mark,morak,omkod,omkom"
"c,e,i,p,o,t,r","cicero,citer,citere,crepe,percipere,pierce,recept,receptor,reciprocitet,recitere,citre,citeret,citerer,crepet,perciper,perciperet,perciperer,piercet,piercer,recepter,receptorer,reciprociteter,reciter,reciteret,reciterer"
"k,i,l,p,o,n,d","dolk,ikon,indkik,kilo,kilopond,kind,kinin,kino,klid,klik,klinik,klip,klon,knold,knop,kokon,kold,kolik,kolli,kolon,koloni,kondi,konk,kopi,link,lollik,look,pilk,pink,poliklinik,indklip,indkod,kild,klin,klink,klok,knipl,knokl,kolloid"
"h,u,b,n,e,s,l","buhe,bush,helse,helsen,henne,hense,hulens,hulle,huse,buhes,bushen,bushens,bushs,hele,heles,helle,hellen,hellens,helles,helses,helsens,henses,huen,huens,hubben,hubbens,hubs,hubbene,hubbenes,hues,huls,hule,hulen,hules,hulles,hulslebne,hulsleben,hulsleb,hunnen,hunnens,huns,husene,husenes,huses"
"a,l,u,g,o,k,n","alun,anal,analog,angakok,angola,annal,anno,aula,gaga,gakgak,galan,galla,gallon,galon,glukagon,guano,kagl,kakao,kalkun,kalla,kallun,kanaan,kanal,kano,klan,kloak,koala,kulak,kullag,lala,lang,lokal,angl,anklag,annua,gang,glan,kalk,kanon,klag,klang,knag,nagl"
"g,s,l,a,v,k,i","agil,gaga,gakgak,galla,gallisk,gavl,islag,isslag,kagl,klaksvig,lagvis,liga,livlig,livsalig,livssag,saga,saglig,salg,salig,slag,slags,slig,svag,svig,valg,villig,gags,gaks,gals,gallas,gavls,gigs,glas,islags,isslags,kags,kagls,kigs,klag,klaksvigs,lags,ligs,ligas,livssags,sags,sagas,salgs,svigs,valgs,vigs"
"k,a,u,d,m,e,p","dekade,kakadue,kamme,kamp,kappa,kede,kudu,kukke,kukkuk,kumme,kuppe,madpakke,makeup,makke,mukke,pauke,peake,pudekamp,pukke,udekamp,dukke,dukkede,kammede,kampe,kappe,kappede,kedede,kuede,kukkede,kuppede,makkede,mekka,mukkede,pakke,pakkede,peak,peakede,pudekampe,pukkede,udekampe"
"r,v,m,a,g,y,s","avra,grammy,grams,grav,gray,magyar,mars,marv,myrra,raga,rygmarv,samsvar,sarg,varm,varv,vrag,agrar,agrars,aras,arms,arvs,garv,gram,grammys,gravs,grays,grys,gryr,magr,magyars,marvs,myrs,myrras,rags,ragas,rams,ravs,ryas,rygs,rygmarvs,samsvars,sars,sargs,svar,svars,varvs,vrags"
"o,h,r,u,c,b,e","bebo,beboer,bobbe,boer,bore,brobue,broche,brochure,bror,erobre,erobrer,euro,hero,hobe,hobro,hobroer,robe,roer,bebor,beboere,beoer,bero,beror,bobber,boere,borer,broer,brobuer,brocher,brochurer,erobr,erobrere,euroer,heroer,hober,hobroere,hore,horer,oboer,rhoer,rober,roere,uroer,uror"
"r,b,o,n,g,v,s","borg,bror,grog,grov,rogn,snor,sonor,sorg,vognborg,bors,borgs,bros,brors,gror,grogs,gros,nors,rogns,rors,rovs,snors,sorgs,svor,vognborgs"
"y,g,p,t,u,e,l","guppy,gylle,gylpe,gylt,lygte,lytte,tygge,type,uglegylp,ylette,yppe,gylp,gylpet,gylte,lyet,lyttet,tyet,tygget,tyllet,tylle,uglegylpet,yppet"
"k,n,i,b,g,o,m","bikini,bionik,booking,bookning,ginkgo,gonokok,ikon,kiming,kimono,kinin,kino,knibning,kogning,kokon,komik,konk,mimik,mink,ombooking,ombookning,book,knib,knob,ombook,omgik,omkom"
"k,c,a,y,d,l,e","alkyd,cykel,cykle,dekade,dykke,elcykel,elkedel,kakkel,kald,kalla,kcal,kede,kedel,kele,kladde,klyde,kyle,ladcykel,lakke,lykke,alke,cykl,cyklede,dykkede,kalde,kaldede,kalk,kalke,kalkede,kedede,kelede,kylede,lakkede"
"v,e,b,s,p,o,h","hveps,hvepsebo,sove,sovepose,sovse,spove,vovse,vovvov,behov,behovs,bovs,bove,boves,hovs,hove,hoves,hvepse,hvepses,hvepsebos,soves,soveposes,sovs,sovses,spoves,vove,voves,vovses"
"m,o,a,b,e,c,k","amok,bakkekam,bekomme,bomme,boom,boome,comeback,emme,kamme,kemo,koma,komma,makke,mama,mamba,mambo,meme,memo,mobbe,mokka,ombooke,omkomme,omme,amme,bakkekamme,bekom,bombe,bomb,komme,mekka,mokke,ombook,omkom"
"g,i,b,u,d,n,p","binding,budding,buning,ding,dubbing,dupning,gnidning,guidning,indbinding,indgnidning,nidding,ping,pung,udbinding,udpibning,udpinding,udpining,bugn,gnid,gnub,guid,indgnid"
